,userName,content,Subjectivity,Polarity,Resultado
372,CD Spiva,"I tried it years ago and never really got it going. Then I switched to Wunderlist and became an organized machine! Now Wunderlist is being retired, so I thought I'd try again, guessing it would be much better by now and that my ability to use it to my advantage would be vastly improved. Nope. No ability for folders or some other way to group lists together so I don't have to flip through all my lists to find the one I want. Not even a list view to make them easier to find.",0.51875,0.0625,Positivo
373,Nowfal Nazar,Downloads the app but package file is invalid error pops up before completing installation,0,0,Neutral
374,Romy EC,"It's very confusing. I got the calendar app that was suggested to me when I wanted to use the widget, but once I started using the calendar along with any.do the tasks notifications got duplicated. I don't see the point of having any.do when the calendar app does the same thing.",0.3225,-0.195,Negativo
375,Nasos Roussis,So far so good... bit expensive having to purchase a yearly basis to access basic functions as color tags and what comes with it. Translation to Greek is not fluent for the price tag / annually I would apprechiate developers look closer at them. Will give it a try before committing on purchasing it per year. On a positive note love the widget (using however nova launcher). Current rating will change based on the experience.,0.496306818181818,0.128409090909091,Positivo
376,Evil Pasta,"Ah yes, wanna use an ""advanced"" calendar? Well, turns out you must have an account for that. What's that, your eyes are burning under this bright theme? Well we have a solution just for you! As you have seen in our tips, you can change the theme. Oh W O P S, NO YOU CAN'T, how silly of us to not tell you in tips that ~BUY OUR PREMIUM!!!~... //Maybe it's just not what I was looking for...",0.758333333333333,0.0994791666666667,Positivo
377,Jeff Z,"Too whacked for creating lists, like grocery or to do with their tasks and subtasks instead of just lists you can check complete",0.4,0.1,Positivo
378,Alpha Sumareh,"I'm a student and was looking for something get myself very organized. I have tried series of productivity apps before. Apparently this had one of the features i have always been looking for; integration with other apps which I love. Two things I found disappointing, features are extremely limited without premium, it's almost impossible to use like that also very expensive. I couldn't find statistics; from totally hours and other reports",0.550285714285714,-0.148809523809524,Negativo
379,debian linus,There should be a dark mode instead of setting through a premium theme option,0.4,-0.15,Negativo
380,Rachel Hines,"I liked using this app but I recently noticed that important information I had saved in sub tasks has all been deleted. Its happened before and I thought I had made a mistake. But no, it's just this app malfunctioning.",0.683333333333333,0.333333333333333,Positivo
381,Chuckalaka,Many times I've put sub tasks on my to-do tasks and they just disappear for some reason. I've forgotten many things because of this and still hasn't been fixed despite various updates.,0.425,0.275,Positivo
382,Yet1,App not bad but very limited unless you pay. Downloaded this app after reading in the news about it's WhatsApp integration. That is only available if you pay. Without the paid for aspects this application is like any other generic calender app.,0.437896825396825,0.0886904761904762,Positivo
383,Lucas,"I am a paid user of this app. I like this app a lot, until Android 10. They claim what they used to do is not possible but that is not true because another app I use (Daylio) has a nice notification that jumps out at you, like Any.do used to. Now Any.do gives a regular ignorable notification which you click and the app does something on the screen and is pretty pathetic, THEN it gives it's notification to plan your day. So it's two clicks with a big visual pause in between. Not cool. ?",0.608547008547009,-0.0555555555555556,Negativo
384,Gaming Cookie,"I dont like that it requires you to login, why cant I just use it without logging in my accounts",0,0,Neutral
385,Shahrukh Atif Jangda,Questionable experience. Upgraded to premium but WhatsApp integration is not working. Seems a little confusing.,0.633333333333333,-0.329166666666667,Negativo
386,dariush karamati,Zero features in free version.,0.8,0.4,Positivo
387,Peter Seman,"good shared tasks, but app itself makes me angry.. it keeps forgetting i am logged in with my google account.. so I need to login for like each two weeks or so.. and it also forgets my settings... Edit: unfortunately this has not been fixed yet, even though I had sent logs and communicated with you. Decreasing my rating.",0.7,-0.05,Negativo
388,Heather Smithson,I can not figure out how to get it on my galaxy watch...ugh.,0,0,Neutral
389,Swago Nichevich,"when you switch the language, you get wierd bug that your app is half in English half in selected language",0.111111111111111,-0.111111111111111,Negativo
390,Vishal Sheth,I was given this premium app. Now with new versions is not updating. I fail to understand this. If I'm given premium version then now why wouldn't it get updated? If it was non upgradable then why was it given? It's a great app and so it hurts when there are such tricks used on customers.,0.501136363636364,0.109090909090909,Positivo
391,e nimo,"Dec. 5, 2019 Update Moved from 5 stars to 2 for the reason below: I've had this app for about half a decade. The last couple years have been irritating. I add sub tasks. When I go back to the tasks, the sub tasks aren't there. I wish there was a save button as a cue and confirmion that the subtasks are saved. Not sure how long I could forgive the app until I just use another one altogether. Please address subtasks staying in the next update. Thanks! Was 5 stars for the longest time Awesome!",0.391358024691358,0.0425925925925926,Positivo
392,Alex Bowley,"Useful as a to-do list. Sets a real annoying ""plan your day"" popup reminder every morning. How you disable it is non obvious. Uninstalled.",0.5,-0.233333333333333,Negativo
393,Josh Hartwell,"Can't clean up old Alexa lists! We use this purely for the Alexa shopping list integration. However, early on it was very buggy, so we had to relink our Alexa account a number of times. And now we have like 4 or 5 old ""Alexa shopping list""s that we cannot delete! ""Alexa lists can not be modified with Any.do. You can do it from the Alexa app""... No, I can not, because it only deletes the working one!",0.457142857142857,0.16156462585034,Positivo
394,Aatish Panchbhai,Reminder feature is not working ?,0,0,Neutral
395,Kingsley Yong,"Allowed all the permissions for this app but i still can't get the reminder to work on my smartphone running Android 8. Downloaded a different reminder app and also allowed all permissions for it, and it worked well.",0.6,0,Neutral
396,Charlie-Anne Gagne,I had made an account for this app a long time ago but didn't use it for long and I forgot why until I re-downloaded it today. This is one of those apps that's incredibly frustrating because a lot of the main advertised features are behind a pay wall and/or you have to make an ADDITIONAL ACCOUNT FOR. Paying more than $1/mo for a list app is ridiculous. If anything it should be a one-time purchase.,0.604761904761905,-0.080952380952381,Negativo
397,Shivanksha Marupuru,I used to love it. It was my go to app for many years. But over the time it is losing the special status. It doesn't have travel time anymore which was the main reason why i could stay on top of things without mentally having to calculate each meeting and setting the times. They removed that!,0.450793650793651,0.316468253968254,Positivo
398,Vijendra Sah,"The alarm feature does not work, which leads to missing the tasks.",0.05,-0.2,Negativo
399,Carina Louzao,"Nice looking UI, but inability to disable popups is a deal breaker for me. Uninstalled.",1,0.6,Positivo
400,coop zoop,"This still works pretty well, but I'm not a fan of the updated widget not listing tasks chronologically.",0.5,0.125,Positivo
401,A Tkach,Good app. Annoying pop up every morning on my phone even though I have the notification turned off.,0.75,-0.05,Negativo
402,Max,I haven't used they made an effort from there side. I'm a bit of a mess and I need time.,0.175,-0.175,Negativo
403,Peter Škoda,"29.9. Nothing new, I've already reconciled to that ""improved"" GUI. // 16.7.20, 3.8.19: No, a long time ago I was able to create a FULL (WITH a reminder) task in a LANDSCAPE mode. It's impossible now (after that 'redesign'). // 17.7., 2.3.: I'm pretty sure I WAS ABLE to create/edit a new task in ONE go (and in LANDSCAPE). It takes MORE moves now. // 2.2.2019: I CANNOT believe that when I HAVE got to change a grip from PORTAIT to LANDSCAPE when creating / editing a task it is more effective than before...",0.64983164983165,0.277588383838384,Positivo
404,Anri Amaldi Ridwan,"I've been a satisfied user of Any.do since March 2018 and my subscription is until 2021. However, when I tried to create a recurring event, it kept directing me to the subscription page much to my disappointment.",0.7,-0.05,Negativo
405,Lynn,"Some features just don't work in the free app! I have tried to set a daily reminder for 9am to put a ticket in my car. Once I click ""Done"", it sets the reminder the next day.... at 1am. I dismissed the 1am reminder once, half asleep as the sound woke me up, it never reminded me again and now I have a parking fine to pay. I have real memory difficulties and need an app that actually works properly! Disappointing, as I find the one off reminders really helpful.",0.316666666666667,0.095,Positivo
406,Neeraj Shorey,I am not sure who want to pay monthly fee for a to-do list app. One time payment always make a sense.,0.888888888888889,-0.25,Negativo
407,Gabrielle Kelly,"Started out strong... First few days perfect, synced to smart watch and woke with everything planned. But now it's not sending the notifications regularly - not to watch or android phone. Added it to the PC and tried the phone widget - maybe that broke it. Weird pile of repeated completed daily tasks with no time set, while the daily tasks with times don't notify. Some work then don't - very frustrating. Clearing the cache/reinstall didn't work. Feels like a battle to get it to function. :/",0.535131535131535,0.0388744588744589,Positivo
408,Matthew Edward Campbell,Features are all right. It doesn't seem to me like they actually USE their own product. Else the idiosyncrasies would have been ironed out.,0.545238095238095,0.295238095238095,Positivo
409,Jessie Forrester,Didn't like,0,0,Neutral
410,Lothario Rowe,"Now able to see list view from widget thanks to developer response - but there's a new bigger problem now. The integration with Google Assistant is going terribly. Everytime I try to add an item to my grocery list through Google Assistant, Any.do creates a new list called ""Grocery"". When I ask what's on my grocery list, it replies ""you have 3 lists named Grocery, which would you like?""",0.539015151515151,-0.00454545454545456,Negativo
411,Jena Fuessley,It was awesome at first. Then I try to add an event from the widget and it won't do it correctly. Super frustrated,0.55,0.220833333333333,Positivo
412,Walton Pantland,"Nuisance app. It probably works fine, but it's definitely not for me. However, when I decided to uninstall it, it gave me no easy way to delete my account. To delete my account I need to enter a password. I never set a password because I signed up with Google. So I have to login to create a password just to enter password to delete the account. I haven't figured out how to revoke the permissions I gave. This is abusive. Deleting an account and data should be straightforward.",0.552083333333333,0.14375,Positivo
413,Travis Ward,"Love this app, but some functions make the productivity lacking. In my experience, there is a limited amount of notifications I can receive from this app per day. There appears to be no way to change this on the settings for my phone or the app. This is problematic for me, because I have the premium version and have it connected to Zapier. I am not receiving push notifications when actions are taking place. Very disappointing, as this is crucial for time management projects with teams.",0.663214285714286,-0.0878571428571429,Negativo
414,AL The Great Ubod,"The Next 7 Days is No Longer Showing ""the next 7 days"" but rather group by lists and not by days..",0,0,Neutral
415,Yoad Michael,"I have used this app for years, it is great if you want to be more organized and get reminders of the tasks you need to do. I must say however, that the app itself has regressed throughout the years with all the updates. Things used to be simple and intuitive, now I don't understand what half the buttons do, basic functions like deleting and removing tasks are way too clunky. The concept of the app is great but I can't recommend it anymore, each update makes it worse.",0.464115646258503,0.219047619047619,Positivo
416,Kelsii Montez,"It's a good app! It reminds me of things I tend to forget, don't get me wrong. It's good just that I don't like the layout that came wirh the recent update. Everything is cluttered now, before things were organized, what happened?",0.5875,0.26875,Positivo
417,Anton Shushuykin,"99% premium advertising, free version is not usable",0.8,0.4,Positivo
418,Marilyn DeVase,I pay for the premium app and it keeps closing down on me once Im in the app. What can I do to keep that from happening?,0.288888888888889,-0.155555555555556,Negativo
419,A Ndrea,"Just enough features to be useful yet simple and (mostly) uncluttered. Been using the app for years. The new rocket animation showing total tasks completed, and congratulating me for the most mundane thing is extremely irritating though, and lost the app a star.",0.447594997594998,0.0966329966329966,Positivo
420,REGINALD OGLETREE,Almost perfect app just one thing I wish anydo had is hourly reminders and copy reminders to set the same task just a different time... This is coming from a PAID subscriber...,0.575,0.333333333333333,Positivo
421,shannikia ranson,What happened to the missed calls notification? I recently switched phones and had to download the new version and the option is no longer there. It was one of the main reasons I used the app.,0.345959595959596,0.101010101010101,Positivo
422,Ibrahim El-Fakih,"To be fair, I downloaded it and uninstalled it after a couple of minutes. The reason for this is that I hate apps that scream ""pay me money"" since the instance you download it, and this one did that exactly. With the ""free premium trial"" being in your face all the time, and then setting it up or going through the tutorial you could see all the features and all you could see is ""premium"". Just do the app as a paid one instead of begging for people to pay for it. It looks amazing though.",0.75,0.23,Positivo
423,yujin landscape photography.,Love it. Great future.??,0.675,0.65,Positivo
424,HD PUBG King,So nice,1,0.6,Positivo
425,Paul Wiley,fantastic,0.9,0.4,Positivo
426,Nate Pill,Too many options and gets too fancy for an app that should just have simple functionality to setup reminders and to do items,0.428571428571429,0.25,Positivo
427,Brigitte Daigle,"Good app but needs ability to customize recurring events by allowing us to input an end date.. i.e can't end a private lesson series after 8 lessons, it reoccurs forever.",0.4875,0.35,Positivo
428,Carolina Hernández Bonnet,"La baje para sincronizarla con Whatsapp y esa función es paga, por lo demás no la probé.",0,0,Neutral
429,Brenda Thompkins,Way too expensive; if there was a monthly option I may consider going premium.,0.7,-0.5,Negativo
430,joshua olumodimu,"Expirencing some problems with the reminder sometimes it sounds, sometimes it doesnt, help please",0,0,Neutral
431,Al Z,Great UI an reminder app. Only downside is I cant mute notifications for certain accounts which is really annoying. I'd like to see my events but not have notifications for them as I have a ton.,0.805357142857143,0.0535714285714286,Positivo
432,Jeremy Jefferies,Just not for me. They also seem to refuse to let you delete your account by refusing a password that was created 15 seconds. Lots of cool features but not what I'm looking for.,0.65,0.35,Positivo
433,Thiago M,"Perderam integração com a Alexa? Ao selecionar a opção no Any.do, sou direcionado para o app Amazon Alexa e lá aparece a mensagem de erro que essa skill não existe mais.",0,0,Neutral
434,Mike Starr,Reporting abuse.,0,0,Neutral
435,Syed Waqas Ali Naqvi,good,0.6,0.7,Positivo
436,Lucy Shaban,I like it true,0.65,0.35,Positivo
437,Adrian Sangalang,"App is fantastic. However, when a task reminder pops up, it disappears without acknowledging the notification. It used to have an icon at the top left but it does not show up anymore. Not sure if it is a big in the latest update. Please fix. I am on a OnePlus 7 pro running the latest OS.",0.598412698412698,0.235714285714286,Positivo
438,Om Yadav,Hyyy,0,0,Neutral
439,Dinesh,Any Do Moments are not working for me.. ? Please look into it.,0,0,Neutral
440,Anand Mehta,"1) When i access from pc it shows different calander google account. And when i access from phone it shows different google account (i use 4 different gmail accounts) 2) also when a task is completed or deleted from the app, without touching the notification bar on phone, notification on phone stays. It has to be swiped away manually. So i have to use two actions to delete one tasks. Edit-1 Now the app sticks and has become slow after the recent update. i tried uninstalling and reinstalling. still no success. it",0.421428571428571,0.00714285714285714,Positivo
441,?????? ??,Don't know,0,0,Neutral
442,Kevin Clarke,"I can't set my time the same time I write up a task. I always have to save then revisit and set the time, which is very annoying. Also I can't upgrade to the premium version which is very disappointing. Overall not a bad app but there are a few things that need to be tweaked",0.466944444444444,-0.271666666666667,Negativo
443,CO TH,It went from simple and useful to cool and confusing this morning. I don't know what is going on. I'm disturbed,0.351785714285714,0.0875,Positivo
444,redacted,"Great features, ability to collaborate, and plenty of options. I just wish the interface was designed by a human being, it's the most cluttered and hard to navigate todo list app by far. Compare it to Google Tasks for example: You just open the app and start typing, and everything you need is right there, with easily discoverable features. This app constantly had me frustrated and searching around for what I wanted to do. UI in general looks like a high schooler with a UI hobby made it. Basic af",0.496849816849817,0.102875457875458,Positivo
445,Ahmed Maher,We need a monthly payment terms. Currently it is yearly only!!,0.7,0,Neutral
446,Kate Watts,"I absolutely loved this app, but for the last week or so I cannot scroll through the calendar function without it scrolling itself back up to the previous week. Horrendously annoying. If you could fix this that would be awesome as otherwise I would have given 5 stars...",0.488888888888889,0.122222222222222,Positivo
447,Kira,mobile app isn't very intuitive but the desktop app is good,0.45,0.45,Positivo
448,Christine Melson,"I like the app overall, but there are bugs that need fixed. The app keeps stopping. Also, pay and buy need a recurring option.",0.1,0.05,Positivo
449,Daniel Melnikov,"All around amazing life improver with one irritating caveat. The reordering functionality could really use some work. Often the reordering fails and the task gets thrown out of ""Today"" into ""Someday"" which means I have to go fish it out from a long list. Sometimes this will happen multiple times in a row really testing my patience. Been dealing with it for many months now - want to continue using this awesome app but really struggling with this one bug. Galaxy S9+, Android 10, One UI 2.1",0.45,0.175,Positivo
450,Chris,"Beautiful interface but it is very annoying to navigate and not fluid. Creating reoccurring tasks seems to be a pain. Not sure if it's me or the app, but I kept having to change the time 2-3 times to get the correct times reoccurence. Grocery list is awesome. The calendar looks like Google calendar which is nice but it is choppy to navigate.",0.741269841269841,0.142857142857143,Positivo
451,???? ????,The day ended and i didnt end my task and it didnt shift or alarm about undone tasks,0,0,Neutral
452,Jade,It's not what i need,0,0,Neutral
453,Vivek Brahma,It had a peculiar issue.. I have set it up to remind me of my ask with on screen notification but often it fails to do so and then I miss the task.,0.3,-0.5,Negativo
454,BettrThnUR,This is so frustrating!!! I set a event for someone's birthday then a event a month ago before the birthday to not forget to buy the stuff they want and nothing shows up! Nvm it shows up on my Google calendar,0.9,-0.9765625,Negativo
455,Shameer Pathoor,Don't have a monthly plan. I can't find it in the premium section,0,0,Neutral
456,Mathiaus Poe,"I like the functions, wish the support was better.",0.5,0.5,Positivo
457,Able Jaison,Well I have suggestion make a system where students could track time... Like total available time then distribute it over task..,0.575,0.2,Positivo
458,Stephen Barratt,Not pleased,1,-0.25,Negativo
459,Aislinn McCann,I love the widget but whenever I edit an event on the calendar it changes the day to like the day before without me doing so and it's extremely annoying,0.75,-0.15,Negativo
460,Vaibhav Patil,How to get the pop up for missing call alerts,0.05,-0.2,Negativo
461,First Last,"The latest app update (7/26/20), ""new app navigation..."" is a definite downgrade, from panes to a one side scroll, now I can no longer see full task list names, the ""all tasks"" option is changed, the new layout sucks. Why do developers always do this, ""fix"" things that aren't broken? Why can't you just improve the things people are requesting, instead of changing everything else around too? This ver is much harder/inconvenient to navigate than the previous one was. Trying to revert to older.",0.425909090909091,0.0622727272727273,Positivo
462,Prinnydi Barr,Don't like the app and trying to unsubscribe but there is no option,0,0,Neutral
463,Barb Grajewski,Can't import/sync w/ Google Tasks?,0,0,Neutral
464,Akshat Shah,The daily reminder does not work i mean it works on the first day but than on the next day it does not make sounds or pop up when its to do the task,0.255208333333333,-0.015625,Negativo
465,Eliezer Cisner,"While it sure has its benefits, there's still a lot to be desired.",0.888888888888889,0.5,Positivo
466,Praneel Shah,Problem with the notification. Can't complete task from notification. Keep showing till I mark task as finished that too by opening the app.,0.4,0.1,Positivo
467,Suhaib hussain,Sir i have deleted this app i cant understand how to do so that the reason please reset my google account from any do and donot charge after 7 day trial,0,0,Neutral
468,Marc Martin,"Extremely aggressive in pushing the premium and paid version. Also overly complex since as its name denotes, it tries to do everything or anything. It may be beneficial to consolidate and duplicate tasks of several other apps even though some can perform better. Compare the shopping list in Google Keep which is easier to add or subtract items from a constant shopping list. This app combining tasks from other apps can be useful, depending on an individual's preferences and abilities.",0.378333333333333,0.0025,Positivo
469,Jysika Hill,Literally half the features under premium can be found free with other apps.,0.447222222222222,0.0361111111111111,Positivo
470,Let the No One meme die already,It's ok,0.5,0.5,Positivo
471,Vicky Sihotang,How to connect with Yahoo mail,0,0,Neutral
472,Jess Zga,Needs smart dictation like todoist and better calendar widgets like ticktick,0.571428571428571,0.357142857142857,Positivo
473,Katrina R. Pattin Senior,Needs work. Time options in Custom ARE NOT Professional enough.,0.3,-0.025,Negativo
474,Lynsey Edwards,Can't move it to SD card. I need space on my phone so I'll likely be deleting it.,1,0,Neutral
475,nerio dimayuga,Review more for 5 stars!,0.5,0.625,Positivo
476,Kunal Aggarwal,I paid for premium account. But my account status is still free with no premium feature.,0.8,0.4,Positivo
477,Barry Kilzer,I really want to like this app. We use it to share shopping lists. But the syncing with my wife's phone leaves much to be desired.,0.2,0.2,Positivo
478,Loay Al Masry,I am on premium and i don't receive whatsapp messages as reminders,0,0,Neutral
479,A. A,Add features like todoist,0,0,Neutral
480,deeba hummera,"I like the app but the only thing which i personally wanted was, if i were able to share picture with my shared tasks people, lets say i make a task to pay bill with my husband but i want to send him the image of the bill. Other than that better from other apps",0.529166666666667,0.125,Positivo
481,Kimberly Bronson,"I have used this for a while and, though it isn't a perfect fit, it does a great job of allowing me to schedule alarms for tasks and easy snoozing of those alarms. But they updated and fixed what wasn't broken. Now, all uncompleted tasks show in the task window with no delineation of whether they are recent, scheduled, or past due. Visually, it is very confusing. I'm probably going to dump this app. I would like a good calendar view of things scheduled on each day and it doesn't have that.",0.507121212121212,0.206212121212121,Positivo
482,Maira Julli,Ok,0.5,0.5,Positivo
483,ABDUL AKACH,You have to pay to get half the features,0.166666666666667,-0.166666666666667,Negativo
484,Konstantin Kenisberg,Very limited without premium,0.185714285714286,-0.0928571428571429,Negativo
485,Michael Sterling,"When you put something in a category and then rename it, you have to re-categorise. Not amazing at sharing - list items get out of sync on multiple devices.",0.45,-0.15,Negativo
486,Geoff Gilman,"It's got promise, just not there yet. To many glitches to justify the premium version. Small things here an there but the main problem is events consistently erase information and become in unable to edit. Now you have permanent events stuck in your calendar that cannot be changed. For the free version I guess you could put up with it but it's still annoying. It's got style and potential. One day I hope to be back and check it out again.",0.52037037037037,-0.0259259259259259,Negativo
487,Ayush Agarwal,Best GUI with few bugs,0.2,0.4,Positivo
488,Sarah Boyd,I left a review earlier that was one star. While the app wasn't for me (I found that it was confusing and didn't suit my needs so I deleted it shortly after) The customer service was fantastic. I was charged for a subscription even though I didn't use the app because I made a mistake in canceling the subscription. I sent an email detailing my problem and asking for a refund. The response was quick and a refund was granted I thought it was only fair to come back and leave a nicer review.,0.5,0.125925925925926,Positivo
489,AbdulLateef Olu-Rosenje,I just downloaded the app not quite long. I've started to enjoy it but there's one problem. The widget is usually empty even though there are tasks in the app. What can I do about it?,0.466666666666667,0.0833333333333333,Positivo
490,Erfan Heydari,?????? ????? ??? ???? ???????? ?????,0,0,Neutral
491,Arun Kumar,Nice,1,0.6,Positivo
492,Anji Degi,Very handy if you're going shopping or need reminders on what you want to purchase. Easy to use and plenty of features.,0.916666666666667,0.606666666666667,Positivo
493,Al M,"I have such extensive ideas for productivity apps that a developer should retain me as a consultant before the competition gets me. None are even close to my standards, yet. One general idea for free: if a customization option that any one to-do list app has is useful, why don't they all have it?",0.426666666666667,0.15,Positivo
494,Furqan Quadri,"App was excellent till recent, but I'm unable to add new task after recent updates.",0.490909090909091,0.127272727272727,Positivo
495,Melody Mountain,I really like this apps cos it allows me to plan weekly schdules which is very important to me.,0.6,0.36,Positivo
496,Hayati Assyikin,"This is a simple free app. With an easy to use features and interface. But not much to explore, limited, with only the premium features as something that might pique your interest on. Other than those, this app does what it says on the description. If you're interested in a straight-to-the-point checklist, with minimal features, I think this can be your go to app. (3 stars; since this is not what I, personally, would look for in a to do app)",0.510833333333333,0.0686904761904762,Positivo
497,ZAH ZAH,Missing an important feature!!! They need to add the option to remind you every x minutes and x hours per day. It is a must for someone who has ADHD. I would definitely keep the upgrade if they can implement this feature.,0.516666666666667,0.19375,Positivo
498,Harsh soni,"Bug is there in recent version, whenever i try to mark incomplete a task a duplicate task comes up with same name again and again. Also we cannot recover our mistakenly deleted task",0.1875,0,Neutral
499,Roar Woof,Its okay so far but im not sure on how to find the focusing tree part in order for me to stay focused just wondering how you do it other than that not too bad of an app,0.686111111111111,-0.095,Negativo
500,Yazdan Ali,It is not working,0,0,Neutral
501,Denise Collins,LIKE,0,0,Neutral
502,Michael Taliotis,"Waiting for the bug to be fixed which causes the tasks to be moved out of order and disappear,otherwise great app.",0.475,0.45,Positivo
503,Joshi Dhamu,I want to use this app but i can't do log in. Many times i uninstall and reinstall but prb is still not solved,0.5,0.5,Positivo
504,Jaimie- Yolanda-Pyatt,"Still exploring, sry",0,0,Neutral
505,Missy Predum,I believe I am rating about getting back on engine browser and phone after batteries or devices cannot interface,0,0,Neutral
506,Kassandra Kinsman,Tried it. The app worked well but found something that works better for me personally..?,0.5,0.5,Positivo
507,janil lalan,Not so good,0.6,0.7,Positivo
508,Needi baig,This site is most suitable for those who wanted to get a jobs from home Thanks a lot,0.483333333333333,0.416666666666667,Positivo
509,Anjana Swathi,Great app. But I am not getting notifications even when i set time to remind,0.75,0.8,Positivo
510,Abhishek Chowdhury,Going for free and better Microsoft To-do,0.65,0.45,Positivo
511,Lori Lee Dover Bishop,So far I'm not impressed and I don't see where it's worth over $40 a year to use... I'm really trying to use it for everything since I did pay for it but to me it's just not worth it.,0.48,-0.01,Negativo
512,rick loffman,Not bad,0.666666666666667,0.35,Positivo
513,Donna JACKSON,"NEED MORE ×.WITH APP, SO FAR SOGOOD",0.75,0.3,Positivo
514,Ruby Oz,"Overall not a bad app. For the first week or so, it gave me notifications when it was supposed to, but after that, it's almost like it forgot sometimes itself, e.g. notification on Saturday when I set it for Friday. Reminders for things I have set daily don't even come up anymore, but it remembers to give me an display-over-app notification to remind me to set a reminder. Also, no push notifications that take you into the app so you'd have to do it yourself. Sub-tasks are my favourite feature!",0.25,0.15,Positivo
515,Justin McClelland,Will not let me start the free trial or for that matter purchase an upgrade so for now since it's stuck like me 3. Get it fixed and I'll improve score.,0.5,0.25,Positivo
516,Sid Jivani,"Hey dev, please bring back old UI in quick add widget... This new update does not have faster and efficient adding task event... Old version was perfect.... Please i have been using anydo since 4 years.... Please don't spoil it..",0.392424242424242,0.278282828282828,Positivo
517,Olivia,"i would honestly give this app a chance if more features were available for free users. a lot of people dont have the money to spend on an app like this, and since there are many other options i will try those instead. premium for this app looks really helpful and the layout of this app is great but im going to have to uninstall since the free version isnt really helpful to me :(((",0.584090909090909,0.284090909090909,Positivo
518,Abhijeet Mishra,"I had opted for premium. But even basic things like I wanted to start fresh, so I said delete all tasks, but it added that as a reminder from what's app.",0.3125,0.15,Positivo
519,????? ???????,"Nice app, I think, but you need premium to use it. Free version is very ripped off.",0.7,0.4,Positivo
520,Ahmad Ahmad,Delet,0,0,Neutral
521,Nha Toch,Thank you ?,0,0,Neutral
522,Marián H,Features available in many apps for free are paid here...,0.566666666666667,0.433333333333333,Positivo
523,Stephanie Thoday,I would normally give this 5 stars but the past few days the widget has not allowed me to make tasks on future dates. It just puts the task on todays date. And you cant put tasks on random future days either. Tomorrow yes but i like to plan ahead of tomorrow,0.291666666666667,-0.133333333333333,Negativo
524,Sathya Narayanan,Super,0.666666666666667,0.333333333333333,Positivo
525,J Smith,don't understand collaborative editing,0,0,Neutral
526,Brian Agnew,"Custom sound taken away, now you say they're back, thry aren't showing up. Hit and miss with quick add task doing voice input is annoying too. Make that a setting, but the biggest is the custom sound issue. Now adding a timed reminder is harder, just a tiny little bell icon to try and hit (it's crammed next to other icons, so it's easy to tap the wrong one.) Make better improvements, like a continuous scrolling calendar, instead of it jumping between months for a reminder the next day.",0.414880952380952,0.025297619047619,Positivo
527,Stephen Harmon,Not very user-friendly. I found it hard to navigate and find what I wanted. It works nicely and I appreciate the simple art style.,0.549702380952381,0.0520833333333333,Positivo
528,?Richard,"On the widget, Calendar tab not functioning although inside the app already linked my Google calendar.",0,0,Neutral
529,Suvy B,How do u change it to am or pm because I can't press it and the time is really important,1,0.4,Positivo
530,Nipun Kalupahana,Can't edit the time of a scheduled task and no sound/alarm notifications for the tasks. Edit- sound issue resolved. But still having issues with editing tasks. Not a very user friendly interface.,0.4,0.225,Positivo
531,Edwin Gonzales,I'm(Edwin M. Gonzales)Admin),0,0,Neutral
532,Batul Poonawala,Gud,0,0,Neutral
533,Kyande,"It used to be my everyday companion in every organisational way, but after the new update, there was no way to place a new task into the right day. It automatically put the task in the current day, not it's intentional deadline",0.488961038961039,0.0716883116883117,Positivo
534,Sophie Aynsley,Great app and does what I want it to do. (Is my prefered habit tracker ) However I believe the colours should not be a premium feature. Far too expensive as it is the only reason I would get premium! Perhaps make adding wallpapers from gallery a premium feature?,0.8625,0.1,Positivo
535,Chris Dana,"almost a 5. just integrate google reminders so I can ask google to remind me about things, and keep track of them here. Update: 4/27/20 Google integration is here. It doesn't work. Now you get 3 stars for doing a crappy job ?",0,0,Neutral
536,Nali Ali,Reminder sound not sounding,0.4,0.4,Positivo
537,Stephen Carter,It is better than the normal app in your phone I only wish their was better support for the calendar,0.6625,0.2875,Positivo
538,Rajesh Mourya,Need more user friendly interface. But very useful application my mobile.,0.333333333333333,0.421666666666667,Positivo
539,J. R. West,"updated review; left review here for wrong app. Not bad so far, migration of data off wunderlist mixed up all the items in the list, sorted by date, not within each list. not necessarily the apps fault. just challenging just to get started. already deleted two other apps that were worse.",0.643518518518518,-0.00833333333333334,Negativo
540,Anisubhra Sarkar,Everything is great. But the sort by time isn't working properly.,0.425,0.4,Positivo
541,A Google user,"I've been using this for a long while now and it remains the penultimate, perfect to-do list app! I recommend it to pretty much EVERYONE I talk to, especially friends, family, and coworkers. -- 4/18/2020: latest update has eliminated the ability to resize widgets as needed. The remaining options are too large or too small.",0.666071428571429,0.233035714285714,Positivo
542,Sadia M,I asked seven days trial to see whether I like or not and you have already taken the money for the whole entire year that is a rip-off,0.508333333333333,-0.0666666666666667,Negativo
543,JOAN,Tried to share a list with my husband but it won't share between my Office account and his Personal account. It's a show stopper.,0.3,0,Neutral
544,Noel Davila,"Nice up. The only problem is price. Prices are the same to first world and third world. They don't have option to poor countries only for the rich ones. They don't have even option to students. The product is good, but there's no equality. Sad.",0.640833333333333,0.1025,Positivo
